charge_rate_kw,ambient_temp_c,cooling_flow_rate,cell_voltage_variance,age_cycles,thermal_runaway
7.020847313998766,24.643635524294137,6.387429164172602,0.02008856708552913,147,0
6.869560036590968,28.420441662222757,3.661899215322137,0.002354238826725182,666,0
6.846006863439051,30.497641723593972,2.9774396198611806,0.0008443688402338671,696,0
4.962604907711816,21.08514850395048,5.126579277176129,0.010777695009053283,924,0
6.272799400746645,21.417126429980733,4.924284934221711,0.000765886236897043,962,0
8.849295614963514,19.948168615839155,6.493989014356678,0.012369096864183658,40,0
6.783573432219618,12.400408174246987,4.712812461227566,0.00338184131928078,125,0
6.646255956737721,20.056677851676458,5.299353390369876,0.0012293656829345035,700,0
7.858143585397723,17.45034158246196,4.538491471603793,0.0029742614055727687,99,0
8.139077813246114,25.15731188771394,4.913765445331392,0.0015634161844828643,353,0
5.560858370287198,20.931600420158766,5.6223275059805005,0.007972936990580718,746,0
6.801848180780312,20.70943773168014,4.121786927848115,0.004069566278440697,46,0
9.3790057464398,15.878656559376441,5.689473564407766,0.0039233003520671664,216,0
4.639211604196172,19.27025651305635,4.944113947103244,0.010007563692778706,475,0
6.878339265175958,33.29589413591629,5.728836922116797,0.009550495546277639,531,0
5.494167795982971,24.753939395644174,5.699693828436505,0.0021610923799135766,403,0
20.280307792256984,39.75419054188799,1.7298838475288396,0.11310251548370903,1176,1
8.171021634888666,17.10395083923948,5.647421167229271,0.0013772883672486978,601,0
6.7498363989970205,32.62340565422189,3.3039204689676174,0.008104996713984246,829,0
2.855986741489385,28.45705015052749,6.446863067680864,0.012410245913176745,40,0
7.526964513981877,29.998697733551296,3.727133773994667,0.004299756433242991,248,0
5.632470585507645,22.176732204785708,5.128206336091257,0.0058165898257900575,841,0
7.255068292840954,12.998146654887636,4.713378651252927,0.007001672774541798,309,0
6.979368430586154,22.440970888860754,5.127599232767255,0.0037659734116910503,360,0
4.319938732947883,24.90107017726057,2.79745997208455,0.001314414290124144,952,0
8.014921827664788,14.022223638645078,5.242276988865211,0.003984356281526421,536,0
19.323712416048807,45.53816950666153,1.140038575305317,0.07770504669940556,1215,1
4.75294033691343,25.003251576279023,4.009080892235477,0.0031321253283475275,913,0
7.955359425058315,18.913665881067722,5.09884145505965,0.0020825415291000522,823,0
5.111790310473495,27.77884583905032,4.970585545048424,0.015083231589021718,453,0
6.133158837883516,26.141478861213137,4.572627468187983,7.953001619387001e-05,59,0
5.43814114553183,21.051550872922597,7.033802459185564,0.0028383755830997423,764,0
8.219553605331432,31.506434997844377,4.839038096804994,0.012919331938888985,467,0
7.48601878628497,22.898966191214164,4.940001378586662,0.004897537875409412,248,0
4.031121284974333,13.5224386200396,3.1678970621201383,0.004653652086039464,474,0
8.047849518057257,18.49717946646329,6.108736676268623,0.0006826740369994097,789,0
4.10269584043995,20.974172265802387,3.917018026795251,0.0031943798144270785,709,0
8.711898954265553,11.381220939273257,4.035204989732432,0.009679399496136432,945,0
7.64545203843633,25.68560780815148,6.2528585691579135,2.7240529800018797e-05,529,0
6.589224241680644,0.8247402818575758,6.319529174029814,0.008241820285204048,529,0
6.197116650054133,12.114936136882335,3.725354227689375,0.003537584428982043,180,0
7.172400867371519,29.513514684793726,5.584505530791425,0.013688088386479221,504,0
6.514116289107173,12.751734385217405,4.777055163720885,0.0007580597484557799,930,0
6.53254084907542,15.99493218810289,5.136521782618431,0.004770281827828675,591,0
7.323261953952635,13.816321170025274,4.246525124916028,0.004479215500276202,583,0
5.95205137800632,23.988592624219297,3.8834035602245742,0.0027180662663717258,34,0
7.340179069163703,20.81172297565133,2.453467062671418,0.0014055966434036963,630,0
5.4579860531552375,21.324601321937912,5.554943602015932,0.0011479502705566795,599,0
7.293727581822192,28.89044648492404,5.334347420946835,0.0011646604126848874,391,0
6.005721666794942,16.232344084260006,3.2286155881353134,0.006840393159940234,523,0
7.336434099125387,30.096715689492115,5.2216550929093914,0.0025807382729179725,501,0
7.00777967298853,22.40058472883731,4.463957181047773,0.0002778909257460759,370,0
5.212178033587188,17.8825181918833,5.604520630600832,0.00025603846869998685,754,0
7.705974379156108,16.754563734097786,5.129568040835035,0.004238120050554888,518,0
6.966628307726184,27.36414641854155,5.650122763762284,0.00012301517982848186,427,0
18.56871067092986,44.23288759378095,1.2305015490099727,0.0548398540112169,1471,1
8.012716989842346,18.615769543724056,4.080426970117697,0.004648420931760146,31,0
7.634553962095601,23.368308982151454,5.827341796423979,9.278099577588492e-05,203,0
5.317613482520314,20.44289885702163,6.6015454843855395,0.0006239693989267432,604,0
4.98673725044364,17.269852174760388,5.514449459441059,0.0014701810772852508,351,0
7.2555081562101815,29.027821792698482,6.96589262496437,0.001372014513805088,436,0
5.838871172526925,26.1343748740917,5.647426277910468,0.006238441035672291,562,0
6.311987072591,18.198207490329125,5.785291452741881,0.00600826822934167,448,0
8.128575599069016,21.29531274836598,5.468818416490417,0.01187534122605491,130,0
7.9398645846865055,27.12731174999846,4.869388918768734,0.0056691323180561816,182,0
3.7716294030645456,14.6347058942069,4.41649306478679,0.0060722506343515404,933,0
8.703744773275194,31.226233604782852,5.281670870029558,0.006978458926885457,915,0
6.948960995975387,20.53739725962494,4.545170043795674,0.004947551626834506,972,0
8.987720093312259,17.439448865099187,4.574620568408134,0.001131616669736392,731,0
6.633836922216847,22.350876538349798,4.639582142657392,0.005506973154882003,887,0
7.495779292881393,17.900404550856855,3.701475754150105,0.02175707727417114,500,0
6.1670091717714755,19.83803447544408,5.437484699335376,0.0013344592460531502,768,0
5.752358238605785,12.05168969898882,6.001028526021389,0.006860123863785969,237,0
8.539284502160296,10.640726180675168,6.092982471105988,0.002240000047535341,394,0
18.11562960189798,40.0566372721289,2.2043582326401525,0.037448933317728604,690,1
4.039249195211554,24.481719312847662,5.5279817014910115,0.008979954279647219,344,0
7.021791822906353,17.314108293090577,4.283178824346039,0.002421278257986971,920,0
10.792534712813426,20.185493080926268,3.395455643854082,0.0021024504732737167,626,0
7.191043713484729,24.670039366846073,4.792105258188393,0.005687766253125784,78,0
5.8666889218892075,22.655126357832174,5.5244517448747255,0.005039722172976975,100,0
8.465446225643069,18.735088523688443,5.149646598445953,0.004487496457983039,518,0
6.674284580385529,19.71313307763295,4.39455366929419,0.0033296925286892564,608,0
8.877587512847793,19.757184287122147,5.5802241352988275,0.005265120860871666,209,0
6.748188895860533,25.720103284561468,5.641638287527903,0.0015984583089942053,819,0
6.378290401246212,18.663844655664224,4.014352662576709,0.004708412667381289,819,0
7.733365017636707,28.903508661958156,7.192713163947113,0.0009504692624200814,701,0
7.122081754637617,18.50771990732754,3.3222104044488194,0.005351522565563783,104,0
6.337216326560696,19.888071324957664,4.556281794471078,0.0006874786437969983,815,0
5.1750944270658925,25.12765558272453,6.609990393936057,0.0015905783902727263,112,0
7.871165642994695,14.824728230370784,6.938525542340346,0.0022865752105010865,859,0
6.6317477653967485,16.75300028494731,5.540516035045657,0.0003145770046452559,161,0
6.7527334276303534,15.179281053677775,4.51916677013958,0.0003550515261056509,505,0
8.346723112615821,13.88600188458161,5.313091934674762,0.0006920879553682932,434,0
6.00555092954537,20.88117954028929,5.547553878994205,0.008012574902533917,57,0
10.464766633135117,32.51187462797779,5.633537075064583,0.002167872660380284,789,0
3.5194659814207827,21.56285766743833,4.813027296479464,0.007405976893880946,767,0
7.5682639051875915,16.298860018743927,4.556486322025357,6.898323280710594e-05,44,0
6.20143322605115,31.37594971856382,6.663531986883709,0.006848190684225659,436,0
6.213725640617496,26.937851358067295,3.7709035744722543,0.006895427799141048,946,0
8.451588080169211,24.401820438992132,6.110042492516692,0.00361695124156574,306,0
5.63068301992176,21.288615082171397,6.0214355922682765,0.0006041437921280422,888,0
6.679293162864264,14.955950043864142,3.53362154458853,0.01744377075170828,756,0
7.31580200618387,16.94224080492465,4.494648994602893,0.0029476707099475143,782,0
22.0,47.49407461952207,1.2109050784861408,0.06710907097434676,612,1
7.991009369503376,23.896638702546316,4.775376502655186,0.015620879585789013,127,0
8.148013804204428,21.88359528580105,5.910707951300097,0.014530569712473039,178,0
5.806481737494121,12.82461532033184,4.998874100603368,0.0008701707141093133,393,0
7.494915307985897,33.24479139916634,5.454279453854518,0.0003758774630278384,426,0
7.892929090507059,17.25093819425379,3.940047833722801,0.012947295818866753,432,0
4.974851322810368,20.949298283970997,4.505788690420176,0.001427004908892592,284,0
6.20812354401353,18.08703977657833,4.723230898890372,0.001917128821572348,191,0
8.211230851034422,12.916460699546391,3.968151155775232,0.005163837599923425,107,0
8.14322386293803,24.35691115728946,5.101033322524255,0.0074816976218632526,610,0
9.213923572080263,29.66659818154996,3.436022383260406,0.011790527101785724,597,0
5.61525231395771,19.4946341613338,4.077613207415332,0.0016940476629581892,562,0
7.133403311333928,24.48304560485101,4.635068385513101,0.001156017509911069,674,0
9.295596702180863,19.39230283011841,5.285678375326976,0.014300150466563204,488,0
